Triangle,Quadrant_code,Location,plot_mean_alphadiv,n_plots,plot_total_alphadiv,Latitude_GIS,Longitude_GIS,Canopy_Height,Distance_to_path,DTM,Groundwater,Infrared,NDVI,pH,Precipitation,Soil_Organic_Matter,Temp_max,Temp_mean,Temp_min,soilcode,landcover
2,1,Austerlitz,3,1,3,52.10657094,5.294154616,13.99282869,19.40792603,14.36380092,247,140.5517762,0.387756413,3.293352476,894.6385498,5.004255813,14.4635458,10.37996769,6.144460678,gHd30,naaldbos
2,2,Austerlitz,5,1,5,52.10657094,5.294154616,13.99282869,19.40792603,14.36380092,247,140.5517762,0.387756413,3.293352476,894.6385498,5.004255813,14.4635458,10.37996769,6.144460678,gHd30,naaldbos
2,3,Austerlitz,4,1,4,52.10657094,5.294154616,13.99282869,19.40792603,14.36380092,247,140.5517762,0.387756413,3.293352476,894.6385498,5.004255813,14.4635458,10.37996769,6.144460678,gHd30,naaldbos
2,4,Austerlitz,4,1,4,52.10657094,5.294154616,13.99282869,19.40792603,14.36380092,247,140.5517762,0.387756413,3.293352476,894.6385498,5.004255813,14.4635458,10.37996769,6.144460678,gHd30,naaldbos
3,1,Austerlitz,3,3,7,52.10522835,5.29378312,13.98802873,12.64477262,14.97219273,248,148.0464504,0.42077062,3.220545209,893.7103882,5.796209716,14.4635458,10.37996769,6.144460678,gY30,gemengd bos
3,2,Austerlitz,3,3,6,52.10522835,5.29378312,13.98802873,12.64477262,14.97219273,248,148.0464504,0.42077062,3.220545209,893.7103882,5.796209716,14.4635458,10.37996769,6.144460678,gY30,gemengd bos
3,3,Austerlitz,3.6666666666666665,3,8,52.10522835,5.29378312,13.98802873,12.64477262,14.97219273,248,148.0464504,0.42077062,3.220545209,893.7103882,5.796209716,14.4635458,10.37996769,6.144460678,gY30,gemengd bos
3,4,Austerlitz,3.3333333333333335,3,6,52.10522835,5.29378312,13.98802873,12.64477262,14.97219273,248,148.0464504,0.42077062,3.220545209,893.7103882,5.796209716,14.4635458,10.37996769,6.144460678,gY30,gemengd bos
4,1,Austerlitz,4,3,11,52.10886444,5.298683829,10.37042925,25.01135174,16.12108556,250.4285714,151.9551391,0.41153172,3.319820979,894.5500488,5.236595271,14.46323299,10.37719011,6.139938831,gHd30,gemengd bos
4,2,Austerlitz,3.3333333333333335,3,9,52.10886444,5.298683829,10.37042925,25.01135174,16.12108556,250.4285714,151.9551391,0.41153172,3.319820979,894.5500488,5.236595271,14.46323299,10.37719011,6.139938831,gHd30,gemengd bos
4,3,Austerlitz,3.6666666666666665,3,11,52.10886444,5.298683829,10.37042925,25.01135174,16.12108556,250.4285714,151.9551391,0.41153172,3.319820979,894.5500488,5.236595271,14.46323299,10.37719011,6.139938831,gHd30,gemengd bos
4,4,Austerlitz,2.3333333333333335,3,7,52.10886444,5.298683829,10.37042925,25.01135174,16.12108556,250.4285714,151.9551391,0.41153172,3.319820979,894.5500488,5.236595271,14.46323299,10.37719011,6.139938831,gHd30,gemengd bos
5,1,Austerlitz,4.333333333333333,3,9,52.10979046,5.301166482,13.38933121,19.33757514,17.21873422,252.4615385,140.518854,0.377808349,3.377373161,894.5500488,4.990535154,14.46047544,10.37423801,6.137793779,gHd30,naaldbos
5,2,Austerlitz,4,3,10,52.10979046,5.301166482,13.38933121,19.33757514,17.21873422,252.4615385,140.518854,0.377808349,3.377373161,894.5500488,4.990535154,14.46047544,10.37423801,6.137793779,gHd30,naaldbos
5,3,Austerlitz,4.666666666666667,3,10,52.10979046,5.301166482,13.38933121,19.33757514,17.21873422,252.4615385,140.518854,0.377808349,3.377373161,894.5500488,4.990535154,14.46047544,10.37423801,6.137793779,gHd30,naaldbos
5,4,Austerlitz,4,3,8,52.10979046,5.301166482,13.38933121,19.33757514,17.21873422,252.4615385,140.518854,0.377808349,3.377373161,894.5500488,4.990535154,14.46047544,10.37423801,6.137793779,gHd30,naaldbos
6,1,Austerlitz,3,3,8,52.10800697,5.301230927,13.9531746,20.17683076,16.98304843,251.3076923,152.3648204,0.434926282,3.321832587,894.5500488,4.378149467,14.46292019,10.37441254,6.135416985,Zd21,naaldbos
6,2,Austerlitz,3,3,7,52.10800697,5.301230927,13.9531746,20.17683076,16.98304843,251.3076923,152.3648204,0.434926282,3.321832587,894.5500488,4.378149467,14.46292019,10.37441254,6.135416985,Zd21,naaldbos
6,3,Austerlitz,3.6666666666666665,3,11,52.10800697,5.301230927,13.9531746,20.17683076,16.98304843,251.3076923,152.3648204,0.434926282,3.321832587,894.5500488,4.378149467,14.46292019,10.37441254,6.135416985,Zd21,naaldbos
6,4,Austerlitz,2.3333333333333335,3,7,52.10800697,5.301230927,13.9531746,20.17683076,16.98304843,251.3076923,152.3648204,0.434926282,3.321832587,894.5500488,4.378149467,14.46292019,10.37441254,6.135416985,Zd21,naaldbos
7,1,Austerlitz,2,3,4,52.10351367,5.298877176,13.68467037,23.97059202,16.26541347,248.9166667,138.3665715,0.379100134,3.390673852,892.7244873,3.46459239,14.46323299,10.37719011,6.139938831,Zd21,naaldbos
7,2,Austerlitz,1.6666666666666667,3,3,52.10351367,5.298877176,13.68467037,23.97059202,16.26541347,248.9166667,138.3665715,0.379100134,3.390673852,892.7244873,3.46459239,14.46323299,10.37719011,6.139938831,Zd21,naaldbos
7,3,Austerlitz,1.6666666666666667,3,4,52.10351367,5.298877176,13.68467037,23.97059202,16.26541347,248.9166667,138.3665715,0.379100134,3.390673852,892.7244873,3.46459239,14.46323299,10.37719011,6.139938831,Zd21,naaldbos
7,4,Austerlitz,2,3,4,52.10351367,5.298877176,13.68467037,23.97059202,16.26541347,248.9166667,138.3665715,0.379100134,3.390673852,892.7244873,3.46459239,14.46323299,10.37719011,6.139938831,Zd21,naaldbos
8,1,Austerlitz,2.6666666666666665,3,6,52.10443979,5.301359826,13.85055644,24.3684892,17.67233491,252,135.2196279,0.370305005,3.388978065,892.7244873,3.12991952,14.46292019,10.37441254,6.135416985,Zd21,naaldbos
8,2,Austerlitz,3.6666666666666665,3,8,52.10443979,5.301359826,13.85055644,24.3684892,17.67233491,252,135.2196279,0.370305005,3.388978065,892.7244873,3.12991952,14.46292019,10.37441254,6.135416985,Zd21,naaldbos
8,3,Austerlitz,2.6666666666666665,3,5,52.10443979,5.301359826,13.85055644,24.3684892,17.67233491,252,135.2196279,0.370305005,3.388978065,892.7244873,3.12991952,14.46292019,10.37441254,6.135416985,Zd21,naaldbos
8,4,Austerlitz,2,3,4,52.10443979,5.301359826,13.85055644,24.3684892,17.67233491,252,135.2196279,0.370305005,3.388978065,892.7244873,3.12991952,14.46292019,10.37441254,6.135416985,Zd21,naaldbos
9,1,Austerlitz,3,3,6,52.10265609,5.301424271,12.92185008,19.57056699,16.23431015,252.3333333,137.5577756,0.370564496,3.321974277,892.7244873,4.403966544,14.46292019,10.37441254,6.135416985,gHd30,naaldbos
9,2,Austerlitz,3.6666666666666665,3,7,52.10265609,5.301424271,12.92185008,19.57056699,16.23431015,252.3333333,137.5577756,0.370564496,3.321974277,892.7244873,4.403966544,14.46292019,10.37441254,6.135416985,gHd30,naaldbos
9,3,Austerlitz,3.3333333333333335,3,7,52.10265609,5.301424271,12.92185008,19.57056699,16.23431015,252.3333333,137.5577756,0.370564496,3.321974277,892.7244873,4.403966544,14.46292019,10.37441254,6.135416985,gHd30,naaldbos
9,4,Austerlitz,3.3333333333333335,3,7,52.10265609,5.301424271,12.92185008,19.57056699,16.23431015,252.3333333,137.5577756,0.370564496,3.321974277,892.7244873,4.403966544,14.46292019,10.37441254,6.135416985,gHd30,naaldbos
1,1,Fochteloerveen,5.333333333333333,3,13,53.00541567,6.442185577,0.723101266,88.69989565,10.80847264,31.6,131.8634588,0.300653087,4.120371154,894.4616089,17.37409119,13.84581661,9.882294655,5.934240341,Hn23x,grasland overig
1,2,Fochteloerveen,5.333333333333333,3,13,53.00541567,6.442185577,0.723101266,88.69989565,10.80847264,31.6,131.8634588,0.300653087,4.120371154,894.4616089,17.37409119,13.84581661,9.882294655,5.934240341,Hn23x,grasland overig
1,3,Fochteloerveen,4.666666666666667,3,13,53.00541567,6.442185577,0.723101266,88.69989565,10.80847264,31.6,131.8634588,0.300653087,4.120371154,894.4616089,17.37409119,13.84581661,9.882294655,5.934240341,Hn23x,grasland overig
1,4,Fochteloerveen,4.666666666666667,3,10,53.00541567,6.442185577,0.723101266,88.69989565,10.80847264,31.6,131.8634588,0.300653087,4.120371154,894.4616089,17.37409119,13.84581661,9.882294655,5.934240341,Hn23x,grasland overig
2,1,Fochteloerveen,1.6666666666666667,3,3,53.00646744,6.444505296,3.661904762,77.7342313,11.2548352,39.07142857,160.0666476,0.351884766,3.135439364,894.4616089,18.78099442,13.85002995,9.880582809,5.929526329,Hn23x,naaldbos
2,2,Fochteloerveen,2,3,4,53.00646744,6.444505296,3.661904762,77.7342313,11.2548352,39.07142857,160.0666476,0.351884766,3.135439364,894.4616089,18.78099442,13.85002995,9.880582809,5.929526329,Hn23x,naaldbos
2,3,Fochteloerveen,2,3,4,53.00646744,6.444505296,3.661904762,77.7342313,11.2548352,39.07142857,160.0666476,0.351884766,3.135439364,894.4616089,18.78099442,13.85002995,9.880582809,5.929526329,Hn23x,naaldbos
2,4,Fochteloerveen,1.6666666666666667,3,3,53.00646744,6.444505296,3.661904762,77.7342313,11.2548352,39.07142857,160.0666476,0.351884766,3.135439364,894.4616089,18.78099442,13.85002995,9.880582809,5.929526329,Hn23x,naaldbos
3,1,Fochteloerveen,4.333333333333333,3,13,53.00473355,6.444860385,2.572676728,43.6239137,11.04116315,38.16666667,158.7371134,0.402966173,3.550598447,894.4616089,34.19329566,13.85251284,9.881024599,5.925780058,Hn23x,grasland overig
3,2,Fochteloerveen,2.6666666666666665,3,8,53.00473355,6.444860385,2.572676728,43.6239137,11.04116315,38.16666667,158.7371134,0.402966173,3.550598447,894.4616089,34.19329566,13.85251284,9.881024599,5.925780058,Hn23x,grasland overig
3,3,Fochteloerveen,3.6666666666666665,3,11,53.00473355,6.444860385,2.572676728,43.6239137,11.04116315,38.16666667,158.7371134,0.402966173,3.550598447,894.4616089,34.19329566,13.85251284,9.881024599,5.925780058,Hn23x,grasland overig
3,4,Fochteloerveen,3.6666666666666665,3,11,53.00473355,6.444860385,2.572676728,43.6239137,11.04116315,38.16666667,158.7371134,0.402966173,3.550598447,894.4616089,34.19329566,13.85251284,9.881024599,5.925780058,Hn23x,grasland overig
4,1,Fochteloerveen,2.6666666666666665,3,7,53.00857435,6.449140846,12.02791069,41.60873881,12.04955643,30.54545455,154.698299,0.416079583,3.15173358,893.8484497,15.88890816,13.85424328,9.878870964,5.924812317,Hn23x,naaldbos
4,2,Fochteloerveen,2.3333333333333335,3,7,53.00857435,6.449140846,12.02791069,41.60873881,12.04955643,30.54545455,154.698299,0.416079583,3.15173358,893.8484497,15.88890816,13.85424328,9.878870964,5.924812317,Hn23x,naaldbos
4,3,Fochteloerveen,2.3333333333333335,3,7,53.00857435,6.449140846,12.02791069,41.60873881,12.04955643,30.54545455,154.698299,0.416079583,3.15173358,893.8484497,15.88890816,13.85424328,9.878870964,5.924812317,Hn23x,naaldbos
4,4,Fochteloerveen,2.3333333333333335,3,7,53.00857435,6.449140846,12.02791069,41.60873881,12.04955643,30.54545455,154.698299,0.416079583,3.15173358,893.8484497,15.88890816,13.85424328,9.878870964,5.924812317,Hn23x,naaldbos
5,1,Fochteloerveen,1.6666666666666667,3,4,53.0096272,6.451459269,18.25757576,72.27019873,12.17948482,26.5,127.2005943,0.332274421,3.123412127,893.2352905,15.75905575,13.85424328,9.878870964,5.924812317,Hn23x,naaldbos
5,2,Fochteloerveen,2,3,4,53.0096272,6.451459269,18.25757576,72.27019873,12.17948482,26.5,127.2005943,0.332274421,3.123412127,893.2352905,15.75905575,13.85424328,9.878870964,5.924812317,Hn23x,naaldbos
5,3,Fochteloerveen,0.75,3,1,53.0096272,6.451459269,18.25757576,72.27019873,12.17948482,26.5,127.2005943,0.332274421,3.123412127,893.2352905,15.75905575,13.85424328,9.878870964,5.924812317,Hn23x,naaldbos
5,4,Fochteloerveen,1.5,2,3,53.0096272,6.451459269,18.25757576,72.27019873,12.17948482,26.5,127.2005943,0.332274421,3.123412127,893.2352905,15.75905575,13.85424328,9.878870964,5.924812317,Hn23x,naaldbos
6,1,Fochteloerveen,2.6666666666666665,3,6,53.00789268,6.451815445,3.751398881,31.65203099,12.43817928,31.69230769,162.0904662,0.358429096,3.279119182,893.8484497,15.67832228,13.85424328,9.878870964,5.924812317,Hn23x,heide
6,2,Fochteloerveen,2.3333333333333335,3,4,53.00789268,6.451815445,3.751398881,31.65203099,12.43817928,31.69230769,162.0904662,0.358429096,3.279119182,893.8484497,15.67832228,13.85424328,9.878870964,5.924812317,Hn23x,heide
6,3,Fochteloerveen,2,3,3,53.00789268,6.451815445,3.751398881,31.65203099,12.43817928,31.69230769,162.0904662,0.358429096,3.279119182,893.8484497,15.67832228,13.85424328,9.878870964,5.924812317,Hn23x,heide
6,4,Fochteloerveen,2.3333333333333335,3,6,53.00789268,6.451815445,3.751398881,31.65203099,12.43817928,31.69230769,162.0904662,0.358429096,3.279119182,893.8484497,15.67832228,13.85424328,9.878870964,5.924812317,Hn23x,heide
7,1,Fochteloerveen,2,3,4,53.00337048,6.450209365,0.146847566,112.8384296,11.4328846,43.92307692,153.2604332,0.358456699,4.135259404,894.4616089,21.74198293,13.85665274,9.879323006,5.9211092,Hn23x,grasland overig
7,2,Fochteloerveen,1.6666666666666667,3,4,53.00337048,6.450209365,0.146847566,112.8384296,11.4328846,43.92307692,153.2604332,0.358456699,4.135259404,894.4616089,21.74198293,13.85665274,9.879323006,5.9211092,Hn23x,grasland overig
7,3,Fochteloerveen,2.3333333333333335,3,4,53.00337048,6.450209365,0.146847566,112.8384296,11.4328846,43.92307692,153.2604332,0.358456699,4.135259404,894.4616089,21.74198293,13.85665274,9.879323006,5.9211092,Hn23x,grasland overig
7,4,Fochteloerveen,2.3333333333333335,3,4,53.00337048,6.450209365,0.146847566,112.8384296,11.4328846,43.92307692,153.2604332,0.358456699,4.135259404,894.4616089,21.74198293,13.85665274,9.879323006,5.9211092,Hn23x,grasland overig
8,1,Fochteloerveen,1.3333333333333333,3,2,53.00442345,6.452527791,0.138535032,90.29429518,11.63585859,30.5,148.4530202,0.343162645,3.883873056,894.4616089,30.29448567,13.85665274,9.879323006,5.9211092,Hn23x,grasland overig
8,2,Fochteloerveen,1.3333333333333333,3,2,53.00442345,6.452527791,0.138535032,90.29429518,11.63585859,30.5,148.4530202,0.343162645,3.883873056,894.4616089,30.29448567,13.85665274,9.879323006,5.9211092,Hn23x,grasland overig
8,3,Fochteloerveen,1,3,2,53.00442345,6.452527791,0.138535032,90.29429518,11.63585859,30.5,148.4530202,0.343162645,3.883873056,894.4616089,30.29448567,13.85665274,9.879323006,5.9211092,Hn23x,grasland overig
8,4,Fochteloerveen,1.3333333333333333,3,2,53.00442345,6.452527791,0.138535032,90.29429518,11.63585859,30.5,148.4530202,0.343162645,3.883873056,894.4616089,30.29448567,13.85665274,9.879323006,5.9211092,Hn23x,grasland overig
9,1,Fochteloerveen,3.3333333333333335,3,6,53.00268873,6.452883964,0.141373802,268.9738496,11.87345863,5.333333333,150.9663194,0.362762102,3.191262488,894.4616089,70.54665386,13.85906219,9.879775047,5.917406082,AVo,grasland overig
9,2,Fochteloerveen,2.3333333333333335,3,5,53.00268873,6.452883964,0.141373802,268.9738496,11.87345863,5.333333333,150.9663194,0.362762102,3.191262488,894.4616089,70.54665386,13.85906219,9.879775047,5.917406082,AVo,grasland overig
9,3,Fochteloerveen,3,3,6,53.00268873,6.452883964,0.141373802,268.9738496,11.87345863,5.333333333,150.9663194,0.362762102,3.191262488,894.4616089,70.54665386,13.85906219,9.879775047,5.917406082,AVo,grasland overig
9,4,Fochteloerveen,3.6666666666666665,3,7,53.00268873,6.452883964,0.141373802,268.9738496,11.87345863,5.333333333,150.9663194,0.362762102,3.191262488,894.4616089,70.54665386,13.85906219,9.879775047,5.917406082,AVo,grasland overig
1,1,Rusthoeve,2,2,3,51.58426781,3.8485225,0,267.6122465,0.876925043,74,143.4933516,0.167938673,7.204012749,855.3300171,4.508979026,14.26248837,10.92186642,7.339323044,Mn25A,bouwland
1,2,Rusthoeve,1.5,2,2,51.58426781,3.8485225,0,267.6122465,0.876925043,74,143.4933516,0.167938673,7.204012749,855.3300171,4.508979026,14.26248837,10.92186642,7.339323044,Mn25A,bouwland
1,3,Rusthoeve,1,2,1,51.58426781,3.8485225,0,267.6122465,0.876925043,74,143.4933516,0.167938673,7.204012749,855.3300171,4.508979026,14.26248837,10.92186642,7.339323044,Mn25A,bouwland
1,4,Rusthoeve,1,2,1,51.58426781,3.8485225,0,267.6122465,0.876925043,74,143.4933516,0.167938673,7.204012749,855.3300171,4.508979026,14.26248837,10.92186642,7.339323044,Mn25A,bouwland
2,1,Rusthoeve,3.3333333333333335,3,10,51.58627793,3.848157,0,121.4854237,0.690321719,74,165.0563587,0.229738449,7.141023598,855.3300171,4.922502089,14.26248837,10.92186642,7.339323044,Mn15A,bouwland
2,2,Rusthoeve,3.3333333333333335,3,10,51.58627793,3.848157,0,121.4854237,0.690321719,74,165.0563587,0.229738449,7.141023598,855.3300171,4.922502089,14.26248837,10.92186642,7.339323044,Mn15A,bouwland
2,3,Rusthoeve,3.6666666666666665,3,11,51.58627793,3.848157,0,121.4854237,0.690321719,74,165.0563587,0.229738449,7.141023598,855.3300171,4.922502089,14.26248837,10.92186642,7.339323044,Mn15A,bouwland
2,4,Rusthoeve,2.6666666666666665,3,8,51.58627793,3.848157,0,121.4854237,0.690321719,74,165.0563587,0.229738449,7.141023598,855.3300171,4.922502089,14.26248837,10.92186642,7.339323044,Mn15A,bouwland
3,1,Rusthoeve,1.6666666666666667,3,4,51.58545784,3.850724667,0.002382844,81.95802107,0.859288347,74,143.6800438,0.172509484,7.181572379,855.3011475,4.464241364,14.26248837,10.92186642,7.339323044,Mn25A,bouwland
3,2,Rusthoeve,1.3333333333333333,3,3,51.58545784,3.850724667,0.002382844,81.95802107,0.859288347,74,143.6800438,0.172509484,7.181572379,855.3011475,4.464241364,14.26248837,10.92186642,7.339323044,Mn25A,bouwland
3,3,Rusthoeve,2,3,5,51.58545784,3.850724667,0.002382844,81.95802107,0.859288347,74,143.6800438,0.172509484,7.181572379,855.3011475,4.464241364,14.26248837,10.92186642,7.339323044,Mn25A,bouwland
3,4,Rusthoeve,1.3333333333333333,3,3,51.58545784,3.850724667,0.002382844,81.95802107,0.859288347,74,143.6800438,0.172509484,7.181572379,855.3011475,4.464241364,14.26248837,10.92186642,7.339323044,Mn25A,bouwland
4,1,Rusthoeve,7,2,14,51.58964486,3.8480975,0.706677266,45.13983843,1.028772846,74,133.1947842,0.258380559,7.156361673,855.3300171,4.703805292,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
4,2,Rusthoeve,7,2,13,51.58964486,3.8480975,0.706677266,45.13983843,1.028772846,74,133.1947842,0.258380559,7.156361673,855.3300171,4.703805292,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
4,3,Rusthoeve,5.5,2,11,51.58964486,3.8480975,0.706677266,45.13983843,1.028772846,74,133.1947842,0.258380559,7.156361673,855.3300171,4.703805292,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
4,4,Rusthoeve,5,2,10,51.58964486,3.8480975,0.706677266,45.13983843,1.028772846,74,133.1947842,0.258380559,7.156361673,855.3300171,4.703805292,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
6,1,Rusthoeve,3,3,8,51.59083487,3.850299,0.01518785,66.04479401,1.239702521,74,138.3907466,0.191475344,7.150498533,855.3011475,4.06476531,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
6,2,Rusthoeve,3.3333333333333335,3,9,51.59083487,3.850299,0.01518785,66.04479401,1.239702521,74,138.3907466,0.191475344,7.150498533,855.3011475,4.06476531,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
6,3,Rusthoeve,2.6666666666666665,3,7,51.59083487,3.850299,0.01518785,66.04479401,1.239702521,74,138.3907466,0.191475344,7.150498533,855.3011475,4.06476531,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
6,4,Rusthoeve,2.6666666666666665,3,7,51.59083487,3.850299,0.01518785,66.04479401,1.239702521,74,138.3907466,0.191475344,7.150498533,855.3011475,4.06476531,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
7,1,Rusthoeve,1.5,2,3,51.5874028,3.855579,0,113.6589259,0.795243884,74,162.5389309,0.286989227,7.203791037,855.2722778,4.566003885,14.26173449,10.92147684,7.342977762,Mn25A,bouwland
7,2,Rusthoeve,1.6666666666666667,3,4,51.5874028,3.855579,0,113.6589259,0.795243884,74,162.5389309,0.286989227,7.203791037,855.2722778,4.566003885,14.26173449,10.92147684,7.342977762,Mn25A,bouwland
7,3,Rusthoeve,1.3333333333333333,3,3,51.5874028,3.855579,0,113.6589259,0.795243884,74,162.5389309,0.286989227,7.203791037,855.2722778,4.566003885,14.26173449,10.92147684,7.342977762,Mn25A,bouwland
7,4,Rusthoeve,1.6666666666666667,3,4,51.5874028,3.855579,0,113.6589259,0.795243884,74,162.5389309,0.286989227,7.203791037,855.2722778,4.566003885,14.26173449,10.92147684,7.342977762,Mn25A,bouwland
8,1,Rusthoeve,1.3333333333333333,3,2,51.5891951,3.855437,0,106.5498828,1.068318693,74,153.9673179,0.317279144,7.171378402,855.2722778,4.60857594,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
8,2,Rusthoeve,1.3333333333333333,3,2,51.5891951,3.855437,0,106.5498828,1.068318693,74,153.9673179,0.317279144,7.171378402,855.2722778,4.60857594,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
8,3,Rusthoeve,1.6666666666666667,3,3,51.5891951,3.855437,0,106.5498828,1.068318693,74,153.9673179,0.317279144,7.171378402,855.2722778,4.60857594,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
8,4,Rusthoeve,1.6666666666666667,3,3,51.5891951,3.855437,0,106.5498828,1.068318693,74,153.9673179,0.317279144,7.171378402,855.2722778,4.60857594,14.26098061,10.92108727,7.346632481,Mn25A,bouwland
9,1,Rusthoeve,3,2,6,51.58901553,3.856912,0.089540412,58.81540112,0.951348269,74,154.2205914,0.28699871,7.146993731,855.2722778,4.453681969,14.26767349,10.91759253,7.333647251,Mn25A,bouwland
