Triangle,Quadrant_code,Location,plot_mean_alphadiv,n_plots,plot_total_alphadiv,Latitude_GIS,Longitude_GIS,Canopy_Height,Distance_to_path,DTM,Groundwater,Infrared,NDVI,pH,Precipitation,Soil_Organic_Matter,Temp_max,Temp_mean,Temp_min,soilcode,landcover
9,2,Rusthoeve,2.5,2,5,51.58901553,3.856912,0.089540412,58.81540112,0.951348269,74,154.2205914,0.28699871,7.146993731,855.2722778,4.453681969,14.26767349,10.91759253,7.333647251,Mn25A,bouwland
9,3,Rusthoeve,2.5,2,5,51.58901553,3.856912,0.089540412,58.81540112,0.951348269,74,154.2205914,0.28699871,7.146993731,855.2722778,4.453681969,14.26767349,10.91759253,7.333647251,Mn25A,bouwland
9,4,Rusthoeve,1,2,2,51.58901553,3.856912,0.089540412,58.81540112,0.951348269,74,154.2205914,0.28699871,7.146993731,855.2722778,4.453681969,14.26767349,10.91759253,7.333647251,Mn25A,bouwland
4,1,Sluiskil,4,1,4,51.2798266,3.8276911,5.456573705,52.98575517,1.870198117,74,166.0251467,0.378727554,6.92252995,850.2720947,8.079508753,14.29866028,10.89647865,7.118279457,urban_soil,bouwland
4,2,Sluiskil,6,1,6,51.2798266,3.8276911,5.456573705,52.98575517,1.870198117,74,166.0251467,0.378727554,6.92252995,850.2720947,8.079508753,14.29866028,10.89647865,7.118279457,urban_soil,bouwland
4,3,Sluiskil,7,1,7,51.2798266,3.8276911,5.456573705,52.98575517,1.870198117,74,166.0251467,0.378727554,6.92252995,850.2720947,8.079508753,14.29866028,10.89647865,7.118279457,urban_soil,bouwland
4,4,Sluiskil,5,1,5,51.2798266,3.8276911,5.456573705,52.98575517,1.870198117,74,166.0251467,0.378727554,6.92252995,850.2720947,8.079508753,14.29866028,10.89647865,7.118279457,urban_soil,bouwland
5,1,Sluiskil,5,1,10,51.2807384,3.8277702,3.913738019,26.62744281,2.043151369,74,158.5504383,0.323541838,6.846449659,850.2720947,8.374782351,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
5,2,Sluiskil,7,1,10,51.2807384,3.8277702,3.913738019,26.62744281,2.043151369,74,158.5504383,0.323541838,6.846449659,850.2720947,8.374782351,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
5,3,Sluiskil,8,1,10,51.2807384,3.8277702,3.913738019,26.62744281,2.043151369,74,158.5504383,0.323541838,6.846449659,850.2720947,8.374782351,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
5,4,Sluiskil,6,1,10,51.2807384,3.8277702,3.913738019,26.62744281,2.043151369,74,158.5504383,0.323541838,6.846449659,850.2720947,8.374782351,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
6,1,Sluiskil,1,1,3,51.2802795,3.8289973,3.458532695,39.32128402,2.102475673,74,163.1836003,0.302359814,6.682239076,850.2720947,10.08999364,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
6,2,Sluiskil,1,1,3,51.2802795,3.8289973,3.458532695,39.32128402,2.102475673,74,163.1836003,0.302359814,6.682239076,850.2720947,10.08999364,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
6,3,Sluiskil,3,1,3,51.2802795,3.8289973,3.458532695,39.32128402,2.102475673,74,163.1836003,0.302359814,6.682239076,850.2720947,10.08999364,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
6,4,Sluiskil,0,1,3,51.2802795,3.8289973,3.458532695,39.32128402,2.102475673,74,163.1836003,0.302359814,6.682239076,850.2720947,10.08999364,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
7,1,Sluiskil,4,3,11,51.27910387,3.830349967,5.843402226,59.72347529,1.920055113,74,169.0005811,0.362528653,6.808973013,850.2720947,9.394080293,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
7,2,Sluiskil,3,3,9,51.27910387,3.830349967,5.843402226,59.72347529,1.920055113,74,169.0005811,0.362528653,6.808973013,850.2720947,9.394080293,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
7,3,Sluiskil,4,3,10,51.27910387,3.830349967,5.843402226,59.72347529,1.920055113,74,169.0005811,0.362528653,6.808973013,850.2720947,9.394080293,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
7,4,Sluiskil,4.333333333333333,3,10,51.27910387,3.830349967,5.843402226,59.72347529,1.920055113,74,169.0005811,0.362528653,6.808973013,850.2720947,9.394080293,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
8,1,Sluiskil,5.666666666666667,3,16,51.27968367,3.830381933,3.355147646,33.2250369,2.103471302,74,160.8403615,0.309671463,6.68830303,850.2720947,9.949101558,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
8,2,Sluiskil,5,3,16,51.27968367,3.830381933,3.355147646,33.2250369,2.103471302,74,160.8403615,0.309671463,6.68830303,850.2720947,9.949101558,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
8,3,Sluiskil,5.666666666666667,3,16,51.27968367,3.830381933,3.355147646,33.2250369,2.103471302,74,160.8403615,0.309671463,6.68830303,850.2720947,9.949101558,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
8,4,Sluiskil,6,3,16,51.27968367,3.830381933,3.355147646,33.2250369,2.103471302,74,160.8403615,0.309671463,6.68830303,850.2720947,9.949101558,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
9,1,Sluiskil,8,3,17,51.2793723,3.831203333,4.275834658,24.21295866,2.067635079,73.91666667,158.7417928,0.32384486,6.676611443,850.2720947,9.906452408,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
9,2,Sluiskil,8,3,17,51.2793723,3.831203333,4.275834658,24.21295866,2.067635079,73.91666667,158.7417928,0.32384486,6.676611443,850.2720947,9.906452408,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
9,3,Sluiskil,5,3,17,51.2793723,3.831203333,4.275834658,24.21295866,2.067635079,73.91666667,158.7417928,0.32384486,6.676611443,850.2720947,9.906452408,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
9,4,Sluiskil,6,3,17,51.2793723,3.831203333,4.275834658,24.21295866,2.067635079,73.91666667,158.7417928,0.32384486,6.676611443,850.2720947,9.906452408,14.29866028,10.89647865,7.118279457,urban_soil,groenvoorziening
1,1,USP BLUE,4.333333333333333,3,13,52.08793428,5.164190778,4.037569944,4.268246616,2.766464167,30.07692308,135.9041444,0.23348249,5.315258875,885.8012085,10.49356614,14.45297432,10.42335033,6.217999458,urban_soil,gesloten verharding
1,2,USP BLUE,2.6666666666666665,3,8,52.08793428,5.164190778,4.037569944,4.268246616,2.766464167,30.07692308,135.9041444,0.23348249,5.315258875,885.8012085,10.49356614,14.45297432,10.42335033,6.217999458,urban_soil,gesloten verharding
1,3,USP BLUE,2.3333333333333335,3,7,52.08793428,5.164190778,4.037569944,4.268246616,2.766464167,30.07692308,135.9041444,0.23348249,5.315258875,885.8012085,10.49356614,14.45297432,10.42335033,6.217999458,urban_soil,gesloten verharding
1,4,USP BLUE,3,3,9,52.08793428,5.164190778,4.037569944,4.268246616,2.766464167,30.07692308,135.9041444,0.23348249,5.315258875,885.8012085,10.49356614,14.45297432,10.42335033,6.217999458,urban_soil,gesloten verharding
2,1,USP BLUE,0.6666666666666666,3,2,52.08803803,5.167075707,2.169059011,6.658805729,2.406623108,34.14285714,126.8626345,0.154171124,5.400359201,885.8012085,9.162176523,14.45498085,10.4211669,6.213258028,urban_soil,onverhard
2,2,USP BLUE,0,3,0,52.08803803,5.167075707,2.169059011,6.658805729,2.406623108,34.14285714,126.8626345,0.154171124,5.400359201,885.8012085,9.162176523,14.45498085,10.4211669,6.213258028,urban_soil,onverhard
2,3,USP BLUE,0,3,0,52.08803803,5.167075707,2.169059011,6.658805729,2.406623108,34.14285714,126.8626345,0.154171124,5.400359201,885.8012085,9.162176523,14.45498085,10.4211669,6.213258028,urban_soil,onverhard
2,4,USP BLUE,0,3,0,52.08803803,5.167075707,2.169059011,6.658805729,2.406623108,34.14285714,126.8626345,0.154171124,5.400359201,885.8012085,9.162176523,14.45498085,10.4211669,6.213258028,urban_soil,onverhard
3,1,USP BLUE,4,3,12,52.08645127,5.165781,1.714399364,10.99782499,2.161045325,26.72727273,155.9804713,0.250143773,5.318246383,885.8012085,9.459523183,14.45297432,10.42335033,6.217999458,urban_soil,grasland agrarisch
3,2,USP BLUE,4,3,11,52.08645127,5.165781,1.714399364,10.99782499,2.161045325,26.72727273,155.9804713,0.250143773,5.318246383,885.8012085,9.459523183,14.45297432,10.42335033,6.217999458,urban_soil,grasland agrarisch
3,3,USP BLUE,1.3333333333333333,3,4,52.08645127,5.165781,1.714399364,10.99782499,2.161045325,26.72727273,155.9804713,0.250143773,5.318246383,885.8012085,9.459523183,14.45297432,10.42335033,6.217999458,urban_soil,grasland agrarisch
3,4,USP BLUE,0.6666666666666666,3,2,52.08645127,5.165781,1.714399364,10.99782499,2.161045325,26.72727273,155.9804713,0.250143773,5.318246383,885.8012085,9.459523183,14.45297432,10.42335033,6.217999458,urban_soil,grasland agrarisch
5,1,USP BLUE,0.3333333333333333,3,0,52.08835484,5.175730962,2.414012739,17.98599528,2.073952358,42.92307692,147.9171901,0.263545588,5.363768393,886.7701416,6.950762379,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening
5,2,USP BLUE,0.3333333333333333,3,0,52.08835484,5.175730962,2.414012739,17.98599528,2.073952358,42.92307692,147.9171901,0.263545588,5.363768393,886.7701416,6.950762379,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening
5,3,USP BLUE,0.3333333333333333,3,0,52.08835484,5.175730962,2.414012739,17.98599528,2.073952358,42.92307692,147.9171901,0.263545588,5.363768393,886.7701416,6.950762379,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening
5,4,USP BLUE,0.3333333333333333,3,0,52.08835484,5.175730962,2.414012739,17.98599528,2.073952358,42.92307692,147.9171901,0.263545588,5.363768393,886.7701416,6.950762379,14.45698738,10.41898346,6.208516598,urban_soil,groenvoorziening
6,1,USP BLUE,3.5,2,7,52.08702343,5.174411,1.409849087,13.5904424,1.888513209,32.15384615,158.8162405,0.30235606,5.492788523,885.8012085,7.254624714,14.45698738,10.41898346,6.208516598,urban_soil,grasland overig
6,2,USP BLUE,4,2,8,52.08702343,5.174411,1.409849087,13.5904424,1.888513209,32.15384615,158.8162405,0.30235606,5.492788523,885.8012085,7.254624714,14.45698738,10.41898346,6.208516598,urban_soil,grasland overig
6,3,USP BLUE,8.5,2,8,52.08702343,5.174411,1.409849087,13.5904424,1.888513209,32.15384615,158.8162405,0.30235606,5.492788523,885.8012085,7.254624714,14.45698738,10.41898346,6.208516598,urban_soil,grasland overig
6,4,USP BLUE,6,2,6,52.08702343,5.174411,1.409849087,13.5904424,1.888513209,32.15384615,158.8162405,0.30235606,5.492788523,885.8012085,7.254624714,14.45698738,10.41898346,6.208516598,urban_soil,grasland overig
7,1,USP BLUE,0,2,0,52.08374221,5.168938066,0.323272438,18.94418375,2.211793532,23.16666667,139.8298213,0.172357581,5.761476694,884.8322754,7.39055397,14.45592904,10.42066717,6.210682034,urban_soil,BGT pand
7,2,USP BLUE,0,2,0,52.08374221,5.168938066,0.323272438,18.94418375,2.211793532,23.16666667,139.8298213,0.172357581,5.761476694,884.8322754,7.39055397,14.45592904,10.42066717,6.210682034,urban_soil,BGT pand
7,3,USP BLUE,0,2,0,52.08374221,5.168938066,0.323272438,18.94418375,2.211793532,23.16666667,139.8298213,0.172357581,5.761476694,884.8322754,7.39055397,14.45592904,10.42066717,6.210682034,urban_soil,BGT pand
7,4,USP BLUE,0,2,0,52.08374221,5.168938066,0.323272438,18.94418375,2.211793532,23.16666667,139.8298213,0.172357581,5.761476694,884.8322754,7.39055397,14.45592904,10.42066717,6.210682034,urban_soil,BGT pand
8,1,USP BLUE,5.333333333333333,3,16,52.08359157,5.171847115,3.170517928,9.219169324,2.081125281,25.46153846,130.9609908,0.19096259,5.669290922,884.8322754,7.533618236,14.4579978,10.41850328,6.205925941,urban_soil,groenvoorziening
8,2,USP BLUE,5,3,14,52.08359157,5.171847115,3.170517928,9.219169324,2.081125281,25.46153846,130.9609908,0.19096259,5.669290922,884.8322754,7.533618236,14.4579978,10.41850328,6.205925941,urban_soil,groenvoorziening
8,3,USP BLUE,5.333333333333333,3,16,52.08359157,5.171847115,3.170517928,9.219169324,2.081125281,25.46153846,130.9609908,0.19096259,5.669290922,884.8322754,7.533618236,14.4579978,10.41850328,6.205925941,urban_soil,groenvoorziening
8,4,USP BLUE,6.666666666666667,3,19,52.08359157,5.171847115,3.170517928,9.219169324,2.081125281,25.46153846,130.9609908,0.19096259,5.669290922,884.8322754,7.533618236,14.4579978,10.41850328,6.205925941,urban_soil,groenvoorziening
9,1,USP BLUE,9,2,12,52.08188877,5.170926433,3.572452229,41.03410844,1.840042167,25.7,158.4272402,0.365397297,5.577942791,884.8322754,7.485453444,14.45900822,10.41802311,6.203335285,Rn44C,grasland agrarisch
9,2,USP BLUE,10.5,2,16,52.08188877,5.170926433,3.572452229,41.03410844,1.840042167,25.7,158.4272402,0.365397297,5.577942791,884.8322754,7.485453444,14.45900822,10.41802311,6.203335285,Rn44C,grasland agrarisch
9,3,USP BLUE,12.5,2,19,52.08188877,5.170926433,3.572452229,41.03410844,1.840042167,25.7,158.4272402,0.365397297,5.577942791,884.8322754,7.485453444,14.45900822,10.41802311,6.203335285,Rn44C,grasland agrarisch
9,4,USP BLUE,15.5,2,22,52.08188877,5.170926433,3.572452229,41.03410844,1.840042167,25.7,158.4272402,0.365397297,5.577942791,884.8322754,7.485453444,14.45900822,10.41802311,6.203335285,Rn44C,grasland agrarisch
1,1,USP DARK RED,5.5,2,11,52.08194804,5.163282781,5.489666137,15.24190918,2.4048275,48.5,155.4692336,0.328176691,5.839524077,884.4345703,5.895215053,14.45474625,10.42231178,6.212876797,urban_soil,grasland agrarisch
1,2,USP DARK RED,7.5,2,14,52.08194804,5.163282781,5.489666137,15.24190918,2.4048275,48.5,155.4692336,0.328176691,5.839524077,884.4345703,5.895215053,14.45474625,10.42231178,6.212876797,urban_soil,grasland agrarisch
1,3,USP DARK RED,5,2,10,52.08194804,5.163282781,5.489666137,15.24190918,2.4048275,48.5,155.4692336,0.328176691,5.839524077,884.4345703,5.895215053,14.45474625,10.42231178,6.212876797,urban_soil,grasland agrarisch
1,4,USP DARK RED,4,2,8,52.08194804,5.163282781,5.489666137,15.24190918,2.4048275,48.5,155.4692336,0.328176691,5.839524077,884.4345703,5.895215053,14.45474625,10.42231178,6.212876797,urban_soil,grasland agrarisch
2,1,USP DARK RED,1.3333333333333333,3,4,52.08124363,5.165544388,1.486464968,18.71546456,1.718655805,43.16666667,156.5817641,0.284036333,5.761643092,884.8322754,6.198101249,14.45474625,10.42231178,6.212876797,urban_soil,grasland agrarisch
2,2,USP DARK RED,0.6666666666666666,3,2,52.08124363,5.165544388,1.486464968,18.71546456,1.718655805,43.16666667,156.5817641,0.284036333,5.761643092,884.8322754,6.198101249,14.45474625,10.42231178,6.212876797,urban_soil,grasland agrarisch
2,3,USP DARK RED,0.6666666666666666,3,2,52.08124363,5.165544388,1.486464968,18.71546456,1.718655805,43.16666667,156.5817641,0.284036333,5.761643092,884.8322754,6.198101249,14.45474625,10.42231178,6.212876797,urban_soil,grasland agrarisch
2,4,USP DARK RED,0.6666666666666666,3,2,52.08124363,5.165544388,1.486464968,18.71546456,1.718655805,43.16666667,156.5817641,0.284036333,5.761643092,884.8322754,6.198101249,14.45474625,10.42231178,6.212876797,urban_soil,grasland agrarisch
3,1,USP DARK RED,3.6666666666666665,3,10,52.0803989,5.163004221,2.074721781,40.53711254,1.79322347,50,169.9953186,0.383302274,5.834444383,884.4345703,5.168837323,14.45474625,10.42231178,6.212876797,Rn67C,grasland agrarisch
3,2,USP DARK RED,3.6666666666666665,3,10,52.0803989,5.163004221,2.074721781,40.53711254,1.79322347,50,169.9953186,0.383302274,5.834444383,884.4345703,5.168837323,14.45474625,10.42231178,6.212876797,Rn67C,grasland agrarisch
3,3,USP DARK RED,4.333333333333333,3,12,52.0803989,5.163004221,2.074721781,40.53711254,1.79322347,50,169.9953186,0.383302274,5.834444383,884.4345703,5.168837323,14.45474625,10.42231178,6.212876797,Rn67C,grasland agrarisch
3,4,USP DARK RED,3.3333333333333335,3,9,52.0803989,5.163004221,2.074721781,40.53711254,1.79322347,50,169.9953186,0.383302274,5.834444383,884.4345703,5.168837323,14.45474625,10.42231178,6.212876797,Rn67C,grasland agrarisch
6,1,USP DARK RED,4,1,4,52.07806348,5.169992999,6.892344498,31.4915595,2.036716959,90,162.0294397,0.383006936,5.144156327,883.7016602,5.026566067,14.45900822,10.41802311,6.203335285,Rd90C,grasland agrarisch
6,2,USP DARK RED,3,1,3,52.07806348,5.169992999,6.892344498,31.4915595,2.036716959,90,162.0294397,0.383006936,5.144156327,883.7016602,5.026566067,14.45900822,10.41802311,6.203335285,Rd90C,grasland agrarisch
6,3,USP DARK RED,1,1,1,52.07806348,5.169992999,6.892344498,31.4915595,2.036716959,90,162.0294397,0.383006936,5.144156327,883.7016602,5.026566067,14.45900822,10.41802311,6.203335285,Rd90C,grasland agrarisch
6,4,USP DARK RED,1,1,1,52.07806348,5.169992999,6.892344498,31.4915595,2.036716959,90,162.0294397,0.383006936,5.144156327,883.7016602,5.026566067,14.45900822,10.41802311,6.203335285,Rd90C,grasland agrarisch
7,1,USP DARK RED,5.333333333333333,3,9,52.07685026,5.162850227,1.132539683,73.53405968,2.091822382,90,168.2212522,0.430706884,6.010634189,882.1665039,4.800770189,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch
7,2,USP DARK RED,5.666666666666667,3,10,52.07685026,5.162850227,1.132539683,73.53405968,2.091822382,90,168.2212522,0.430706884,6.010634189,882.1665039,4.800770189,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch
7,3,USP DARK RED,5.666666666666667,3,10,52.07685026,5.162850227,1.132539683,73.53405968,2.091822382,90,168.2212522,0.430706884,6.010634189,882.1665039,4.800770189,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch
7,4,USP DARK RED,4.666666666666667,3,8,52.07685026,5.162850227,1.132539683,73.53405968,2.091822382,90,168.2212522,0.430706884,6.010634189,882.1665039,4.800770189,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch
8,1,USP DARK RED,6.5,2,11,52.07592843,5.164894853,1.350318471,41.09239126,1.759188924,90,161.1339683,0.425402373,5.757464568,882.5710449,4.632765648,14.45474625,10.42231178,6.212876797,Rd90C,bouwland
8,2,USP DARK RED,3,2,6,52.07592843,5.164894853,1.350318471,41.09239126,1.759188924,90,161.1339683,0.425402373,5.757464568,882.5710449,4.632765648,14.45474625,10.42231178,6.212876797,Rd90C,bouwland
8,3,USP DARK RED,6.5,2,11,52.07592843,5.164894853,1.350318471,41.09239126,1.759188924,90,161.1339683,0.425402373,5.757464568,882.5710449,4.632765648,14.45474625,10.42231178,6.212876797,Rd90C,bouwland
8,4,USP DARK RED,3.5,2,7,52.07592843,5.164894853,1.350318471,41.09239126,1.759188924,90,161.1339683,0.425402373,5.757464568,882.5710449,4.632765648,14.45474625,10.42231178,6.212876797,Rd90C,bouwland
9,1,USP DARK RED,5,3,8,52.07507577,5.16277225,0.035856574,137.3874263,1.914074111,90,170.0749312,0.380645359,5.936080283,882.1665039,5.086425274,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch
9,2,USP DARK RED,5.333333333333333,3,8,52.07507577,5.16277225,0.035856574,137.3874263,1.914074111,90,170.0749312,0.380645359,5.936080283,882.1665039,5.086425274,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch
9,3,USP DARK RED,4.333333333333333,3,8,52.07507577,5.16277225,0.035856574,137.3874263,1.914074111,90,170.0749312,0.380645359,5.936080283,882.1665039,5.086425274,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch
9,4,USP DARK RED,4.666666666666667,3,10,52.07507577,5.16277225,0.035856574,137.3874263,1.914074111,90,170.0749312,0.380645359,5.936080283,882.1665039,5.086425274,14.45474625,10.42231178,6.212876797,Rd90A,grasland agrarisch
1,1,USP GREEN,6,3,0,52.084200010000004,5.180990181,0.392374901,24.19381655,2.276516189,46,127.833603,0.155225065,5.628597879,885.7172852,6.552770891,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand
1,2,USP GREEN,6.333333333333333,3,0,52.084200010000004,5.180990181,0.392374901,24.19381655,2.276516189,46,127.833603,0.155225065,5.628597879,885.7172852,6.552770891,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand
1,3,USP GREEN,7.666666666666667,3,0,52.084200010000004,5.180990181,0.392374901,24.19381655,2.276516189,46,127.833603,0.155225065,5.628597879,885.7172852,6.552770891,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand
1,4,USP GREEN,8,3,0,52.084200010000004,5.180990181,0.392374901,24.19381655,2.276516189,46,127.833603,0.155225065,5.628597879,885.7172852,6.552770891,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand
2,1,USP GREEN,0,2,0,52.08599961,5.179548706,0.589314195,23.88495782,3.151944096,86,132.5156272,0.106829444,5.797869959,885.7172852,5.763623142,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand
2,2,USP GREEN,0,2,0,52.08599961,5.179548706,0.589314195,23.88495782,3.151944096,86,132.5156272,0.106829444,5.797869959,885.7172852,5.763623142,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand
2,3,USP GREEN,0,2,0,52.08599961,5.179548706,0.589314195,23.88495782,3.151944096,86,132.5156272,0.106829444,5.797869959,885.7172852,5.763623142,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand
2,4,USP GREEN,0,2,0,52.08599961,5.179548706,0.589314195,23.88495782,3.151944096,86,132.5156272,0.106829444,5.797869959,885.7172852,5.763623142,14.45698738,10.41898346,6.208516598,urban_soil,BGT pand
3,1,USP GREEN,0,2,0,52.08561193,5.182080486,0.165873016,8.935176569,2.751055858,55,146.9454481,0.196065265,5.629492526,885.7172852,5.891645245,14.45881701,10.41676569,6.203805208,urban_soil,BGT pand
3,2,USP GREEN,0,2,0,52.08561193,5.182080486,0.165873016,8.935176569,2.751055858,55,146.9454481,0.196065265,5.629492526,885.7172852,5.891645245,14.45881701,10.41676569,6.203805208,urban_soil,BGT pand
